Y,Z
1049.000000,-1169.203490
737.000000,-331.669442
649.000000,-328.310733
988.000000,497.129748
697.000000,-122.044650
916.000000,18.177363
968.000000,405.171936
840.000000,-76.565744
617.000000,-159.052899
813.000000,258.163687
915.000000,8.852593
833.000000,-134.676750
1224.000000,580.001302
753.000000,168.145306
1079.000000,741.062812
872.000000,63.922352
719.000000,42.819595
906.000000,30.170055
1020.000000,182.538895
986.000000,591.933424
633.000000,-717.542877
806.000000,-39.633621
786.000000,-122.061149
1028.000000,-81.633621
1022.000000,501.573775
666.000000,-923.064912
898.000000,362.480208
715.000000,-124.788698
937.000000,597.727910
788.000000,-184.045591
1093.000000,562.882046
1109.000000,571.788479
1191.000000,355.982921
590.000000,-396.815328
832.000000,134.222374
1084.000000,611.582965
476.000000,-925.015415
1685.000000,733.908676
939.000000,213.992112
833.000000,222.794847
664.000000,-851.774081
866.000000,29.264562
818.000000,145.384759
728.000000,-133.976772
1149.000000,495.206816
776.000000,-55.061149
654.000000,-320.933643
1496.000000,776.344453
553.000000,-1285.965918
792.000000,-116.487735
919.000000,401.188435
1072.000000,-150.121718
1032.000000,347.273753
503.000000,-1209.232001
636.000000,-207.994212
872.000000,246.161805
1089.000000,259.726969
847.000000,223.641652
1079.000000,549.779289
900.000000,220.470077
645.000000,-569.414431
770.000000,138.982921
979.000000,147.752659
525.000000,-745.150229
